chalcopyrite1.jpg,chalcopyrite2.png,chalcopyrite3.png,pyrite1.png,pyrite2.png
,299,17.0,9.0,18.0
,67,21.0,48.0,24.0
,27,33.0,12.0,12.0
,104,15.0,34.0,9.0
,12,19.0,55.0,9.0
,56,9.0,30.0,12.0
,14,24.0,14.0,9.0
,55,26.0,12.0,9.0
,19,14.0,9.0,9.0
,19,18.0,14.0,108.0
,41,447.0,45.0,52.0
,105,61.0,51.0,19.0
,9,31.0,21.0,9.0
,126,48.0,165.0,105.0
,56,21.0,275.0,9.0
,649,30.0,24.0,190.0
,109,42.0,17.0,50.0
,53,9.0,24.0,9.0
,22,99.0,23.0,29.0
,29,30.0,37.0,21.0
,197,12.0,197.0,12.0
,37,60.0,22.0,15.0
,36,18.0,42.0,16.0
,40,21.0,9.0,15.0
,134,19.0,37.0,84.0
,417,17.0,102.0,163.0
,56,12.0,42.0,282.0
,54,145.0,15.0,26.0
,40,71.0,18.0,48.0
,519,741.0,18.0,9.0
,86,9.0,9.0,110.0
,19,9.0,37.0,275.0
,692,9.0,73.0,42.0
,117,245.0,15.0,9.0
,155,18.0,19.0,30.0
,23,68.0,9.0,96.0
,148,24.0,34.0,6.0
,98,9.0,18.0,9.0
,45,26.0,27.0,27.0
,35,9.0,9.0,28.0
,2432,28.0,27.0,15.0
,78,26.0,538.0,22.0
,70,25.0,9.0,17.0
,117,34.0,18.0,31.0
,41,66.0,16.0,133.0
,54,37.0,66.0,18.0
,104,38.0,27.0,9.0
,194,35.0,9.0,9.0
,249,39.0,20.0,9.0
,306,14.0,71.0,12.0
,39,14.0,58.0,27.0
,80,12.0,12.0,69.0
,36,20.0,9.0,9.0
,107,43.0,18.0,71.0
,65,21.0,33.0,20.0
,39,22.0,23.0,9.0
,18,9.0,12.0,21.0
,52,560.0,35.0,24.0
,25,77.0,15.0,9.0
,484,78.0,9.0,9.0
,12,22.0,30.0,9.0
,9,67.0,14.0,218.0
,171,9.0,9.0,14.0
,159,94.0,22.0,12.0
,24,34.0,700.0,9.0
,43,9.0,69.0,37.0
,40,43.0,9.0,9.0
,95,14.0,23.0,22.0
,446,53.0,287.0,9.0
,27,52.0,38.0,102.0
,33,77.0,9.0,36.0
,79,57.0,9.0,80.0
,27,9.0,9.0,15.0
,552,12.0,9.0,36.0
,12,15.0,12.0,9.0
,32,9.0,12.0,12.0
,84,15.0,18.0,18.0
,85,38.0,9.0,83.0
,31,17.0,15.0,9.0
,26,9.0,42.0,9.0
,302,27.0,12.0,9.0
,976,12.0,12.0,18.0
,226,16.0,28.0,67.0
,268,9.0,9.0,28.0
,41,39.0,19.0,9.0
,38,58.0,9.0,40.0
,17,48.0,9.0,9.0
,102,9.0,21.0,9.0
,156,47.0,86.0,47.0
,35,17.0,61.0,28.0
,54,12.0,12.0,88.0
,99,26.0,29.0,23.0
,273,26.0,9.0,53.0
,24,21.0,64.0,145.0
,9,9.0,1372.0,9.0
,62,32.0,9.0,3967.0
,55,46.0,9.0,9.0
,252,9.0,27.0,17.0
,161,9.0,9.0,68.0
,158,29.0,28.0,77.0
,49,43.0,23.0,31.0
,502,9.0,12.0,59.0
,27,9.0,21.0,38.0
,76,93.0,12.0,64.0
,282,15.0,9.0,21.0
,12,101.0,9.0,15.0
,58,37.0,19.0,44.0
,42,12.0,26.0,139.0
,31,31.0,55.0,9.0
,27,15.0,32.0,109.0
,1047,25.0,9.0,9.0
,120,9.0,23.0,39.0
,159,9.0,21.0,9.0
,97,39.0,22.0,144.0
,15,67.0,12.0,32.0
,22,12.0,9.0,92.0
,39,30.0,15.0,12.0
,1292,33.0,27.0,16.0
,27,134.0,9.0,9.0
,69,46.0,9.0,21.0
,109,90.0,21.0,57.0
,105,21.0,28.0,52.0
,78,23.0,12.0,48.0
,272,9.0,138.0,45.0
,83,9.0,21.0,12.0
,393,37.0,27.0,15.0
,9,8.0,21.0,113.0
,184,64.0,48.0,90.0
,9,15.0,9.0,123.0
,25,95.0,9.0,15.0
,53,18.0,33.0,25.0
,79,40.0,29.0,9.0
,32,24.0,9.0,9.0
,76,179.0,9.0,9.0
,59,34.0,9.0,12.0
,46,35.0,12.0,9.0
,35,19.0,9.0,27.0
,86,9.0,18.0,118.0
,12,9.0,9.0,18.0
,38,15.0,20.0,9.0
,26,87.0,9.0,9.0
,491,76.0,67.0,15.0
,69,21.0,139.0,9.0
,1085,14.0,31.0,9.0
,1009,68.0,624.0,554.0
,15,121.0,15.0,85.0
,248,12.0,36.0,23.0
,95,9.0,59.0,45.0
,39,21.0,66.0,9.0
,100,69.0,36.0,24.0
,207,50.0,169.0,299.0
,198,18.0,20.0,15.0
,9,15.0,15.0,12.0
,69,9.0,15.0,12.0
,24,89.0,31.0,175.0
,28,23.0,9.0,19.0
,52,14.0,22.0,39.0
,117,23.0,29.0,41.0
,61,9.0,15.0,51.0
,53,18.0,90.0,15.0
,26,36.0,9.0,37.0
,36,9.0,24.0,25.0
,76,9.0,27.0,68.0
,90,25.0,21.0,26.0
,88,35.0,12.0,25.0
,132,24.0,12.0,81.0
,103,9.0,15.0,14.0
,173,9.0,54.0,23.0
,106,9.0,42.0,45.0
,150,34.0,9.0,20.0
,24,27.0,18.0,9.0
,108,32.0,28.0,87.0
,89,9.0,9.0,9.0
,147,9.0,35.0,98.0
,38,27.0,51.0,9.0
,291,15.0,12.0,48.0
,145,63.0,15.0,37.0
,129,21.0,9.0,14.0
,23,12.0,24.0,26.0
,66,9.0,12.0,307.0
,22,57.0,14.0,9.0
,106,15.0,9.0,21.0
,46,12.0,15.0,15.0
,475,12.0,18.0,12.0
,23,14.0,38.0,12.0
,296,9.0,12.0,84.0
,277,36.0,22.0,118.0
,9,57.0,18.0,50.0
,174,70.0,15.0,12.0
,137,9.0,9.0,65.0
,9,364.0,12.0,29.0
,62,64.0,12.0,41.0
,253,9.0,15.0,21.0
,97,21.0,9.0,55.0
,57,12.0,9.0,9.0
,103,14.0,21.0,465.0
,19,68.0,43.0,35.0
,254,24.0,15.0,18.0
,88,9.0,28.0,57.0
,19,45.0,55.0,12.0
,47,33.0,48.0,14.0
,119,62.0,15.0,12.0
,130,128.0,30.0,21.0
,390,169.0,15.0,15.0
,12,12.0,45.0,80.0
,429,21.0,9.0,25.0
,116,9.0,9.0,9.0
,47,9.0,32.0,41.0
,153,85.0,41.0,84.0
,26,72.0,15.0,15.0
,135,35.0,29.0,15.0
,9,15.0,9.0,12.0
,74,15.0,9.0,18.0
,453,34.0,39.0,37.0
,579,12.0,12.0,78.0
,20,32.0,726.0,14.0
,12,176.0,9.0,100.0
,69,9.0,22.0,15.0
,68,9.0,9.0,9.0
,12,15.0,12.0,15.0
,150,20.0,17.0,21.0
,25,9.0,60.0,12.0
,36,34.0,9.0,79.0
,248,12.0,9.0,33.0
,15,19.0,18.0,397.0
,213,29.0,41.0,48.0
,230,12.0,15.0,17.0
,86,30.0,9.0,12.0
,114,22.0,9.0,46.0
,14,9.0,57.0,14.0
,21,271.0,27.0,44.0
,270,15.0,22.0,28.0
,33,197.0,46.0,31.0
,41,43.0,12.0,17.0
,128,41.0,12.0,9.0
,30,18.0,212.0,9.0
,37,18.0,21.0,9.0
,76,24.0,46.0,9.0
,15,14.0,46.0,12.0
,48,12.0,28.0,42.0
,16,76.0,105.0,22.0
,79,9.0,19.0,12.0
,9,9.0,18.0,55.0
,258,9.0,9.0,12.0
,274,87.0,9.0,9.0
,72,42.0,9.0,23.0
,119,45.0,9.0,23.0
,35,9.0,27.0,9.0
,35,34.0,9.0,32.0
,40,77.0,157.0,31.0
,105,12.0,15.0,44.0
,472,27.0,9.0,12.0
,15,9.0,9.0,49.0
,468,34.0,9.0,160.0
,267,59.0,9.0,21.0
,58,9.0,9.0,47.0
,84,9.0,15.0,32.0
,322,66.0,16.0,49.0
,67,9.0,9.0,9.0
,29,12.0,24.0,19.0
,56,24.0,9.0,9.0
,36,196.0,12.0,12.0
,92,147.0,329.0,12.0
,340,9.0,123.0,41.0
,213,73.0,18.0,26.0
,47,70.0,46.0,18.0
,71,15.0,59.0,23.0
,160,12.0,12.0,32.0
,115,9.0,44.0,146.0
,26,43.0,28.0,19.0
,57,9.0,9.0,15.0
,348,57.0,12.0,9.0
,9,58.0,9.0,12.0
,98,9.0,9.0,36.0
,395,17.0,26.0,62.0
,218,21.0,14.0,9.0
,33,110.0,14.0,9.0
,133,18.0,52.0,12.0
,32,9.0,27.0,9.0
,275,24.0,9.0,12.0
,27,29.0,9.0,9.0
,49,9.0,9.0,21.0
,52,30.0,15.0,21.0
,12,19.0,14.0,12.0
,48,34.0,15.0,12.0
,38,31.0,9.0,158.0
,9,34.0,23.0,37.0
,39,33.0,16.0,40.0
,16,24.0,9.0,56.0
,15,58.0,12.0,21.0
,84,9.0,32.0,15.0
,210,208.0,9.0,19.0
,172,27.0,27.0,9.0
,110,217.0,12.0,64.0
,35,17.0,9.0,33.0
,829,20.0,9.0,30.0
,54,12.0,100.0,15.0
,34,12.0,287.0,23.0
,280,9.0,52.0,27.0
,87,9.0,61.0,14.0
,289,9.0,248.0,12.0
,234,15.0,59.0,25.0
,50,12.0,25.0,34.0
,52,24.0,9.0,18.0
,76,21.0,100.0,30.0
,163,26.0,28.0,28.0
,109,9.0,19.0,38.0
,84,17.0,15.0,68.0
,98,9.0,18.0,9.0
,118,23.0,9.0,16.0
,14,23.0,9.0,15.0
,82,97.0,33.0,14.0
,22,9.0,58.0,18.0
,275,35.0,12.0,15.0
,95,81.0,12.0,9.0
,41,21.0,176.0,9.0
,12,12.0,30.0,207.0
,19,9.0,9.0,9.0
,49,15.0,20.0,12.0
,98,138.0,199.0,9.0
,64,17.0,29.0,12.0
,9,80.0,9.0,45.0
,333,79.0,9.0,166.0
,30,22.0,9.0,37.0
,164,19.0,15.0,9.0
,21,221.0,15.0,33.0
,53,83.0,56.0,116.0
,87,29.0,21.0,49.0
,247,81.0,68.0,22.0
,9,53.0,12.0,66.0
,90,87.0,12.0,9.0
,224,41.0,76.0,9.0
,46,12.0,18.0,383.0
,64,575.0,43.0,18.0
,37,24.0,9.0,281.0
,36,33.0,16.0,25.0
,9,9.0,9.0,36.0
,333,12.0,23.0,26.0
,208,15.0,111.0,9.0
,182,9.0,120.0,9.0
,745,12.0,188.0,15.0
,12,51.0,12.0,30.0
,452,12.0,235.0,49.0
,53,32.0,9.0,25.0
,36,9.0,9.0,21.0
,20,51.0,105.0,25.0
,9,9.0,9.0,36.0
,176,15.0,12.0,9.0
,447,12.0,26.0,22.0
,48,14.0,59.0,22.0
,51,9.0,22.0,97.0
,62,25.0,31.0,9.0
,12,9.0,99.0,25.0
,12,9.0,9.0,15.0
,219,301.0,14.0,9.0
,18,9.0,9.0,33.0
,23,24.0,9.0,19.0
,130,136.0,9.0,130.0
,56,62.0,27.0,9.0
,55,95.0,12.0,9.0
,93,103.0,20.0,9.0
,114,112.0,311.0,12.0
,73,12.0,16.0,36.0
,113,59.0,9.0,9.0
,9,36.0,36.0,20.0
,18,18.0,21.0,9.0
,88,55.0,43.0,12.0
,93,36.0,54.0,14.0
,324,28.0,27.0,17.0
,47,41.0,248.0,12.0
,9,29.0,218.0,69.0
,31,21.0,15.0,63.0
,21,26.0,26.0,14.0
,105,61.0,28.0,30.0
,27,17.0,38.0,93.0
,36,18.0,14.0,26.0
,130,87.0,18.0,33.0
,68,198.0,198.0,18.0
,80,21.0,9.0,80.0
,88,45.0,12.0,67.0
,421,57.0,9.0,35.0
,25,69.0,9.0,9.0
,34,15.0,15.0,15.0
,40,12.0,26.0,44.0
,106,64.0,16.0,59.0
,558,12.0,12.0,9.0
,1106,53.0,9.0,84.0
,50,83.0,18.0,73.0
,44,53.0,18.0,27.0
,69,9.0,22.0,25.0
,305,87.0,24.0,84.0
,22,9.0,15.0,9.0
,40,24.0,29.0,9.0
,400,12.0,23.0,12.0
,2892,15.0,28.0,29.0
,9,35.0,22.0,28.0
,139,75.0,16.0,136.0
,348,67.0,26.0,15.0
,77,24.0,39.0,141.0
,294,16.0,9.0,9.0
,182,24.0,15.0,74.0
,1168,6.0,17.0,53.0
,43,17.0,24.0,63.0
,44,40.0,18.0,12.0
,100,36.0,12.0,9.0
,99,15.0,15.0,32.0
,59,9.0,138.0,111.0
,83,18.0,63.0,17.0
,15,12.0,273.0,29.0
,19,12.0,54.0,18.0
,51,9.0,77.0,18.0
,32,21.0,9.0,89.0
,15,36.0,37.0,9.0
,529,9.0,99.0,9.0
,107,15.0,28.0,27.0
,163,66.0,43.0,9.0
,9,75.0,9.0,12.0
,47,28.0,9.0,31.0
,97,19.0,9.0,22.0
,309,9.0,9.0,23.0
,28,12.0,9.0,60.0
,504,18.0,12.0,49.0
,221,9.0,12.0,12.0
,153,9.0,18.0,9.0
,126,213.0,107.0,30.0
,84,17.0,9.0,15.0
,82,9.0,47.0,97.0
,129,9.0,9.0,36.0
,255,17.0,28.0,81.0
,12,19.0,12.0,49.0
,26,44.0,53.0,12.0
,62,12.0,9.0,24.0
,9,27.0,22.0,43.0
,235,45.0,252.0,9.0
,77,9.0,24.0,98.0
,413,83.0,54.0,9.0
,131,24.0,88.0,18.0
,85,19.0,48.0,72.0
,3909,107.0,84.0,27.0
,66,42.0,37.0,15.0
,36,9.0,34.0,12.0
,23,9.0,19.0,20.0
,20,19.0,265.0,30.0
,39,31.0,81.0,109.0
,357,27.0,12.0,161.0
,41,12.0,36.0,9.0
,140,9.0,26.0,19.0
,109,12.0,15.0,152.0
,147,9.0,133.0,198.0
,303,9.0,23.0,16.0
,51,15.0,19.0,25.0
,12,19.0,499.0,9.0
,29,115.0,24.0,33.0
,170,22.0,15.0,40.0
,312,18.0,9.0,72.0
,172,36.0,9.0,22.0
,21,9.0,9.0,40.0
,143,9.0,9.0,27.0
,243,18.0,9.0,9.0
,43,26.0,9.0,233.0
,501,62.0,29.0,31.0
,1444,18.0,24.0,21.0
,52,37.0,19.0,9.0
,39,12.0,403.0,33.0
,340,12.0,12.0,28.0
,23,9.0,15.0,9.0
,149,9.0,12.0,16.0
,73,22.0,15.0,39.0
,183,18.0,12.0,20.0
,421,9.0,84.0,46.0
,199,9.0,12.0,61.0
,31,12.0,9.0,9.0
,700,18.0,15.0,135.0
,33,170.0,15.0,14.0
,56,122.0,30.0,19.0
,95,9.0,9.0,9.0
,116,36.0,12.0,9.0
,53,9.0,94.0,102.0
,43,33.0,18.0,94.0
,39,24.0,89.0,46.0
,23,19.0,201.0,60.0
,15,24.0,50.0,57.0
,478,77.0,24.0,132.0
,27,9.0,12.0,9.0
,42,9.0,9.0,87.0
,17,14.0,12.0,27.0
,47,14.0,58.0,31.0
,35,9.0,36.0,14.0
,9,9.0,25.0,23.0
,74,22.0,12.0,141.0
,12,46.0,12.0,9.0
,59,9.0,45.0,9.0
,19,9.0,21.0,736.0
,15,9.0,12.0,15.0
,157,255.0,9.0,32.0
,33,9.0,21.0,31.0
,100,59.0,21.0,9.0
,66,9.0,33.0,112.0
,75,12.0,12.0,12.0
,31,31.0,83.0,9.0
,50,38.0,35.0,81.0
,80,9.0,86.0,12.0
,385,23.0,34.0,9.0
,269,94.0,15.0,56.0
,130,18.0,840.0,15.0
,227,26.0,44.0,46.0
,170,18.0,12.0,68.0
,78,40.0,23.0,15.0
,299,32.0,31.0,9.0
,139,12.0,30.0,9.0
,16,53.0,151.0,27.0
,189,118.0,27.0,47.0
,67,9.0,19.0,14.0
,48,12.0,21.0,86.0
,48,27.0,24.0,15.0
,226,36.0,12.0,21.0
,9,15.0,82.0,9.0
,198,57.0,9.0,164.0
,97,45.0,28.0,9.0
,275,12.0,27.0,9.0
,25,47.0,33.0,12.0
,572,280.0,16.0,111.0
,15,17.0,24.0,95.0
,26,16.0,22.0,14.0
,20,28.0,29.0,55.0
,71,39.0,12.0,12.0
,9,14.0,9.0,41.0
,9,9.0,81.0,35.0
,78,52.0,24.0,32.0
,133,174.0,37.0,199.0
,263,23.0,9.0,24.0
,93,25.0,9.0,27.0
,21,17.0,104.0,274.0
,289,12.0,15.0,30.0
,983,48.0,24.0,140.0
,58,33.0,20.0,21.0
,158,15.0,108.0,30.0
,102,56.0,21.0,65.0
,23,496.0,18.0,212.0
,149,9.0,98.0,24.0
,75,9.0,14.0,18.0
,708,37.0,308.0,59.0
,806,22.0,42.0,23.0
,42,45.0,217.0,34.0
,12,20.0,16.0,12.0
,351,12.0,269.0,140.0
,29,22.0,16.0,70.0
,36,9.0,98.0,57.0
,109,64.0,109.0,93.0
,205,18.0,33.0,33.0
,598,9.0,9.0,33.0
,143,65.0,73.0,17.0
,202,18.0,12.0,9.0
,114,9.0,15.0,9.0
,196,28.0,106.0,21.0
,30,33.0,33.0,334.0
,94,9.0,9.0,9.0
,846,6.0,34.0,9.0
,26,142.0,24.0,34.0
,90,97.0,21.0,73.0
,18,12.0,18.0,21.0
,539,45.0,41.0,656.0
,59,128.0,9.0,9.0
,35,12.0,28.0,30.0
,165,41.0,201.0,38.0
,665,9.0,12.0,15.0
,36,9.0,19.0,9.0
,24,14.0,37.0,9.0
,118,26.0,15.0,15.0
,359,43.0,47.0,9.0
,34,9.0,9.0,9.0
,9,30.0,19.0,85.0
,56,95.0,24.0,31.0
,78,45.0,21.0,12.0
,117,26.0,9.0,180.0
,237,77.0,15.0,57.0
,63,9.0,40.0,101.0
,135,129.0,47.0,9.0
,21,60.0,41.0,54.0
,19,9.0,21.0,46.0
,18,22.0,36.0,14.0
,30,57.0,229.0,19.0
,32,30.0,9.0,17.0
,204,9.0,23.0,144.0
,645,24.0,54.0,16.0
,9,12.0,14.0,17.0
,46,12.0,12.0,20.0
,39,24.0,27.0,43.0
,42,12.0,25.0,9.0
,12,20.0,34.0,9.0
,127,56.0,16.0,9.0
,42,12.0,43.0,27.0
,57,9.0,22.0,9.0
,78,17.0,9.0,15.0
,78,9.0,339.0,12.0
,515,24.0,9.0,9.0
,256,121.0,177.0,9.0
,346,16.0,22.0,31.0
,350,89.0,122.0,25.0
,39,198.0,9.0,184.0
,39,9.0,14.0,63.0
,173,34.0,12.0,27.0
,59,38.0,753.0,81.0
,68,12.0,18.0,14.0
,23,9.0,34.0,648.0
,118,9.0,15.0,9.0
,106,43.0,12.0,9.0
,51,9.0,15.0,76.0
,107,9.0,107.0,9.0
,9,29.0,15.0,9.0
,12,9.0,40.0,12.0
,98,33.0,35.0,96.0
,385,27.0,32.0,190.0
,50,137.0,9.0,12.0
,978,119.0,9.0,9.0
,118,17.0,9.0,14.0
,28,79.0,26.0,146.0
,38,9.0,30.0,9.0
,419,72.0,9.0,64.0
,3973,61.0,9.0,52.0
,150,42.0,14.0,9.0
,126,9.0,14.0,9.0
,133,166.0,15.0,12.0
,117,102.0,9.0,14.0
,180,9.0,9.0,40.0
,143,72.0,9.0,140.0
,66,49.0,38.0,18.0
,559,127.0,42.0,143.0
,2550,84.0,14.0,22.0
,86,20.0,21.0,16.0
,105,9.0,113.0,114.0
,127,22.0,18.0,83.0
,95,39.0,19.0,15.0
,203,21.0,309.0,14.0
,112,15.0,25.0,9.0
,184,9.0,98.0,9.0
,47,38.0,18.0,20.0
,65,24.0,12.0,191.0
,271,40.0,9.0,61.0
,273,62.0,15.0,126.0
,32,166.0,24.0,17.0
,69,40.0,31.0,12.0
,78,33.0,15.0,12.0
,45,61.0,12.0,42.0
,81,18.0,15.0,9.0
,47,12.0,9.0,22.0
,583,18.0,43.0,513.0
,131,12.0,34.0,9.0
,1701,53.0,91.0,30.0
,519,1327.0,30.0,21.0
,26,40.0,9.0,30.0
,374,12.0,9.0,73.0
,12,1900.0,9.0,9.0
,61,3816.0,12.0,12.0
,9,1433.0,9.0,9.0
,159,38.0,12.0,25.0
,208,1790.0,73.0,56.0
,73,21.0,30.0,19.0
,46,12.0,30.0,14.0
,16,9.0,29.0,153.0
,27,18.0,81.0,29.0
,66,969.0,9.0,100.0
,98,68.0,256.0,71.0
,356,1260.0,12.0,12.0
,99,35.0,172.0,38.0
,43,28.0,74.0,12.0
,473,25.0,32.0,45.0
,23,54.0,35.0,9.0
,106,36.0,44.0,42.0
,31,21.0,15.0,79.0
,9,12.0,114.0,9.0
,48,80.0,9.0,59.0
,127,12.0,33.0,9.0
,140,14.0,9.0,26.0
,154,15.0,15.0,18.0
,87,15.0,49.0,9.0
,35,16.0,46.0,83.0
,162,19.0,12.0,18.0
,18,15.0,12.0,41.0
,76,12.0,20.0,28.0
,47,9.0,16.0,33.0
,87,428.0,24.0,9.0
,9,75.0,9.0,9.0
,190,70.0,14.0,60.0
,15,76.0,18.0,53.0
,408,60.0,18.0,9.0
,197,9.0,24.0,22.0
,30,15.0,24.0,135.0
,422,167.0,12.0,190.0
,57,70.0,170.0,41.0
,62,9.0,9.0,9.0
,31,26.0,93.0,57.0
,85,33.0,9.0,9.0
,9,12.0,27.0,14.0
,26,21.0,9.0,76.0
,23,440.0,15.0,9.0
,59,88.0,47.0,9.0
,86,106.0,9.0,1790.0
,15,16.0,32.0,29.0
,52,51.0,9.0,9.0
,1139,15.0,19.0,9.0
,180,55.0,71.0,21.0
,24,30.0,9.0,32.0
,126,32.0,9.0,18.0
,76,31.0,9.0,18.0
,71,35.0,23.0,9.0
,87,36.0,65.0,19.0
,35,36.0,36.0,23.0
,18,31.0,29.0,113.0
,9,15.0,31.0,51.0
,244,15.0,199.0,42.0
,71,51.0,37.0,9.0
,88,21.0,254.0,79.0
,88,52.0,16.0,102.0
,16,95.0,9.0,214.0
,32,9.0,189.0,97.0
,20,92.0,9.0,15.0
,436,49.0,49.0,12.0
,91,69.0,36.0,100.0
,9,18.0,24.0,9.0
,36,15.0,17.0,9.0
,31,18.0,12.0,139.0
,166,15.0,27.0,12.0
,547,12.0,26.0,130.0
,196,9.0,32.0,12.0
,272,12.0,148.0,116.0
,12,9.0,25.0,26.0
,82,12.0,20.0,85.0
,172,16.0,151.0,30.0
,295,12.0,31.0,99.0
,266,66.0,9.0,40.0
,47,12.0,27.0,21.0
,23,9.0,9.0,31.0
,55,15.0,9.0,70.0
,42,12.0,36.0,9.0
,365,30.0,19.0,50.0
,141,12.0,12.0,28.0
,129,38.0,9.0,29.0
,34,12.0,15.0,18.0
,26,15.0,38.0,9.0
,104,33.0,102.0,17.0
,41,37.0,32.0,40.0
,36,32.0,15.0,112.0
,126,32.0,9.0,15.0
,90,32.0,9.0,32.0
,9,54.0,9.0,29.0
,35,9.0,70.0,24.0
,154,9.0,25.0,359.0
,39,12.0,22.0,40.0
,33,12.0,315.0,383.0
,25,12.0,28.0,32.0
,30,12.0,54.0,15.0
,74,29.0,66.0,12.0
,19,21.0,15.0,261.0
,67,12.0,14.0,61.0
,14,12.0,68.0,32.0
,145,9.0,9.0,21.0
,64,46.0,34.0,28.0
,184,,12.0,49.0
,31,,56.0,19.0
,102,,79.0,9.0
,30,,19.0,23.0
,17,,21.0,9.0
,164,,168.0,24.0
,216,,9.0,82.0
,56,,509.0,15.0
,128,,47.0,55.0
,38,,6.0,43.0
,501,,22.0,12.0
,119,,12.0,26.0
,9,,23.0,91.0
,9,,12.0,18.0
,117,,39.0,37.0
,44,,60.0,15.0
,48,,40.0,24.0
,42,,36.0,12.0
,78,,46.0,42.0
,23,,111.0,29.0
,9,,103.0,9.0
,97,,9.0,9.0
,49,,9.0,56.0
,107,,35.0,9.0
,61,,9.0,31.0
,116,,691.0,67.0
,40,,9.0,9.0
,22,,23.0,22.0
,12,,15.0,32.0
,9,,15.0,15.0
,37,,146.0,40.0
,64,,12.0,18.0
,29,,27.0,9.0
,65,,19.0,12.0
,327,,9.0,114.0
,55,,24.0,17.0
,139,,12.0,44.0
,45,,56.0,463.0
,199,,30.0,134.0
,59,,20.0,32.0
,35,,19.0,37.0
,23,,19.0,60.0
,41,,43.0,54.0
,29,,9.0,26.0
,45,,15.0,102.0
,147,,30.0,12.0
,87,,9.0,12.0
,83,,28.0,15.0
,117,,9.0,80.0
,103,,29.0,9.0
,461,,21.0,23.0
,210,,21.0,377.0
,66,,48.0,30.0
,12,,41.0,19.0
,41,,12.0,123.0
,86,,38.0,105.0
,125,,40.0,91.0
,17,,438.0,21.0
,21,,37.0,49.0
,37,,55.0,51.0
,71,,56.0,18.0
,621,,36.0,22.0
,9,,41.0,9.0
,15,,15.0,33.0
,19,,282.0,9.0
,309,,22.0,15.0
,37,,31.0,52.0
,9,,28.0,51.0
,89,,34.0,21.0
,21,,134.0,76.0
,63,,12.0,29.0
